RESID,SS,PreySS,PredSS,PPratio,ExoticSS,Richness,Evenness,NatStock,Nnatstock,IntrodUndes,Fishkills,FishPres,CatchRate,FishSize,CatchVar,AnglerSatis,FreqTourn,RatioFishing,SPP1comp,LargeFish,StockedFish,PopDen,SizeStruc,Condition,GRate,NatMort,R_age1,R_adult,CRA,BAS,PIK,PER,CAT,SUN,MOR,TRT,SAL
MS48,3,3,3,3,1,3,3,3,3,1,1,4,4,4,3,4,5,3,3,4,1,3,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
MS49,3,3,3,3,1,3,3,1,1,3,3,4,4,4,3,4,4,4,4,4,1,4,4,4,5,2,1,3,1,0,0,0,0,0,0,0,0
MS53,3,3,3,3,1,1,1,1,1,1,1,4,3,2,3,3,2,2,2,2,1,3,4,3,3,3,3,3,0,0,0,0,0,1,0,0,0
MT64,3,3,3,3,1,2,2,1,3,1,1,3,3,4,4,3,2,4,4,3,4,3,4,4,4,3,2,3,0,0,0,0,0,0,0,1,0
MT85,3,3,3,3,3,3,2,1,3,3,2,4,4,3,3,3,3,3,3,3,1,4,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0
NC100,3,3,3,3,2,3,3,1,1,2,2,3,3,3,3,3,1,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC101,3,3,3,3,2,3,3,1,1,3,2,3,3,3,3,3,3,3,2,2,1,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
NC102,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC103,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,2.4,3,2,3,3,3,3,2,3,3,3,0,1,0,0,0,0,0,0,0
NC14,3,3,3,3,3,3,3,1,1,1,1,2,3,3,3,3,2,4,2,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC17,3,3,3,3,2,3,3,1,1,2,3,4,3,3,3,2,5,3,2,2,1,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
NC19,3,3,3,3,4,3,3,3,1,3,2,4,3,3,3,2,3,2,3,2,1,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
NC31,3,3,3,3,2,3,3,1,1,3,2,3,3,3,3,3,1,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC32,3,3,3,3,2,3,3,1,1,3,1,5,3,4,3,3,4,5,3,3,2,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
NC35,3,3,3,3,2,3,3,1,1,2,2,2,3,3,3,2,1,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC4,3,3,3,2,2,3,3,1,1,2,1,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC41,3,3,3,3,1,3,3,1,1,1,1,4,3,4,3,3,3,3,3,3,2,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
NC42,3,3,3,3,1,5,3,1,1,1,1,1,3,3,3,3,1,5,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC44,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,5,2,3,1,4,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
NC46,3,3,3,3,2,3,3,1,2,1,1,4,3,3,3,3,1,3,3,2,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0
NC52,3,3,3,3,1,3,3,1,3,3,1,3,3,3,3,3,2,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC54,3,3,3,3,4,3,3,2,3,4,2,3,3,3,2,3,3,4,2,2,2,2,2,2,3,3,3,3,0,1,0,0,0,0,0,0,0
NC59,3,3,3,3,3,3,3,1,4,3,1,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC7,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,2,4,2,2,1,2,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0
NC70,3,3,3,3,4,3,3,3,1,4,3,3,3,3,3,3,3,4,3,2,1,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
NC71,3,3,3,3,2,3,3,2,3,3,1,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC78,3,3,3,3,3,3,3,1,1,3,2,4,3,3,4,3,4,3,2,2,1,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
NC82,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC87,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,2,2,1,2,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NC95,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,4,3,1,3,1,4,4,4,4,2,3,3,0,1,0,0,0,0,0,0,0
NC97,3,3,3,3,3,3,3,1,1,3,3,1,3,4,3,4,2,4,4,4,1,4,4,4,3,3,3,3,0,1,0,0,0,0,0,0,0
ND19,3,3,3,3,3,4,2,4,4,3,1,3,4,4,5,4,4,5,4,4,2,3,4,4,3,2,2,2,0,0,0,1,0,0,0,0,0
ND24,3,3,3,3,1,3,3,5,3,2,4,4,3,3,4,3,1,3,3,1,1,2,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
ND45,3,3,3,3,1,2,3,3,1,1,2,4,3,3,2,4,1,3,2,3,4,4,4,3,3,3,3,4,0,0,1,0,0,0,0,0,0
ND58,3,3,3,3,4,5,3,1,5,5,3,5,4,3,4,3,1,5,2,1,1,3,3,4,4,2,3,3,0,0,0,1,0,0,0,0,0
ND61,3,3,3,3,3,4,3,5,2,2,2,4,3,2,3,4,2,3,3,2,3,3,2,3,3,3,3,3,0,0,0,1,0,0,0,0,0
ND63,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,0,0,0,1,0,0,0,0,0
NE12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0
NE14,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
NE26,3,3,3,3,4,4,2,4,3,3,1,3,3,3,3,3,2,3,2,3,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
NE28,3,3,3,3,2,3,2,2,1,3,3,5,3,2,4,3,2,4,2,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NE37,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,4,1,3,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
NE38,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,2,3,2,1,4,2,3,3,3,3,3,1,0,0,0,0,0,0,0,0
NE40,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0
NE41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0
NE42,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,3,4,3,3,3,3,3,0,0,0,0,0,0,1,0,0
NE43,3,3,3,3,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0
NE44,3,3,3,3,3,4,3,1,1,3,1,2,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
NE47,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
NE50,3,3,3,3,2,4,3,3,4,2,3,5,3,3,4,3,4,3,2,2,3,4,2,3,3,3,4,3,0,0,0,1,0,0,0,0,0
NH14,3,3,3,3,1,3,3,1,1,1,1,3,3,3,3,3,1,3,4,3,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
NM43,3,3,3,3,4,3,3,1,3,4,1,2,2,4,3,3,1,1,2,3,1,4,3,3,4,2,3,4,0,0,1,0,0,0,0,0,0
NV14,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,3,1,4,2,3,1,3,3,3,3,2,3,3,0,1,0,0,0,0,0,0,0
NV28,3,3,3,3,3,3,3,1,3,3,3,2,2,3,3,3,1,3,2,2,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
OH2,3,3,3,3,3,4,3,1,4,3,1,4,3,4,3,3,4,2,1,2,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OH30,3,3,3,3,4,2,2,1,5,1,3,4,4,3,4,4,4,4,1,4,1,4,4,4,3,3,3,3,0,0,0,0,1,0,0,0,0
OH32,3,3,3,3,1,3,3,3,1,1,1,3,3,3,3,3,1,4,2,1.5,1,4,4,4,3,3,3,4,0,1,0,0,0,0,0,0,0
OH35,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,4,1,4,2,2,1,3,4,3,3,3,3,3,0,0,0,0,0,1,0,0,0
OH39,3,3,3,3,2,4,3,1,3,4,1,3,3,3,3,3,1,2,1,3,4,4,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
OH48,3,3,3,3,3,3,3,1,3,4,3,2,3,4,3,4,4,4,1,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OH50,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,4,2,1,1,4,2,2,2,3,4,4,0,1,0,0,0,0,0,0,0
OH52,3,3,3,3,1,3,3,4,4,3,1,3,3,3,3,3,4,3,2,2,1,4,4,3,3,3,4,4,0,1,0,0,0,0,0,0,0
OH9,3,3,3,3,3,3,3,1,5,2,2,3,3,3,3,4,3,2,1,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
OK101,3,3,3,3,1,3,3,1,3,1,1,4,4,4,3,3,4,4,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK103,3,3,3,3,2,3,3,3,1,1,2,3,3,3,3,3,1,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK106,3,3,3,3,1,2,3,3,1,1,1,3,3,3,3,3,1,5,2,2,4,3,3,3,3,3,1,1,0,0,0,0,1,0,0,0,0
OK107,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK108,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,2,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK122,3,3,3,3,1,3,3,2,1,1,1,3,3,4,2,4,1,4,3,2,1,4,4,3,3,3,4,3,0,1,0,0,0,0,0,0,0
OK13,3,3,3,3,4,3,3,4,4,4,2,4,4,5,1,4,4,3,3,3,1,4,5,4,4,3,3,3,0,1,0,0,0,0,0,0,0
OK147,3,3,3,3,1,3,3,1,1,1,1,3,3,3,2,5,2,3,1,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK148,3,3,3,3,4,2,3,2,3,3,4,3,4,4,3,3,2,4,1,2,1,2,4,3,3,3,2,3,0,0,0,1,0,0,0,0,0
OK149,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK155,3,3,3,3,3,3,3,3,2,3,2,3,4,3,3,3,4,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK158,3,3,3,3,1,2,2,1,1,1,1,3,2,4,3,3,1,5,3,2,1,5,5,4,4,3,3,3,0,0,0,1,0,0,0,0,0
OK161,3,3,3,3,1,3,3,1,3,1,1,3,3,3,3,3,1,4,3,2,2,4,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
OK163,3,3,3,3,1,3,3,1,2,3,1,2,3,3,3,2,1,5,1,2,1,2,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
OK165,3,3,3,3,1,3,3,2,1,1,1,2,3,3,3,3,1,5,3,2,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK19,3,3,3,3,1,3,3,1,3,1,1,2,3,3,2,3,2,3,1,1,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK21,3,3,3,3,1,2,2,1,1,1,1,4,3,3,3,3,4,3,2,2,1,2,2,3,3,3,3,2,0,1,0,0,0,0,0,0,0
OK24,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,2,4,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK26,3,3,3,3,1,3,2,4,1,1,1,3,3,3,4,3,1,3,1,2,1,2,3,3,2,3,3,3,0,1,0,0,0,0,0,0,0
OK27,3,3,3,2,4,2,3,1,1,3,2,2,2,3,3,3,2,3,1,2,1,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,0
OK35,3,3,3,3,1,2,3,1,1,1,1,3,2,3,3,3,1,3,2,2,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK42,3,3,3,3,1,3,3,1,1,1,3,3,3,3,3,3,3,4,2,3,1,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
OK43,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,4,4,2,4,1,5,4,3,4,3,3,3,0,0,0,1,0,0,0,0,0
OK45,3,3,3,3,3,3,3,1,1,1,2,3,3,3,3,3,4,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK61,3,3,3,3,1,3,3,1,2,1,1,3,3,3,3,3,1,4,2,2,1,3,3,3,3,3,4,3,0,1,0,0,0,0,0,0,0
OK63,3,3,3,3,1,4,3,1,4,2,1,3,3,3,3,3,3,4,3,2,1,3,4,4,4,3,3,3,0,0,0,1,0,0,0,0,0
OK76,3,3,3,3,1,4,3,4,1,1,2,4,4,4,3,4,4,4,2,2,1,4,4,4,4,2,3,3,0,1,0,0,0,0,0,0,0
OK86,3,3,3,3,1,3,3,1,1,1,1,3,3,3,3,3,1,4,2,1,1,3,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0
OK88,3,3,3,3,1,3,3,3,1,1,1,4,4,4,3,4,4,4,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK89,3,3,3,3,1,3,3,3,1,1,1,3,3,3,3,3,1,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK90,3,3,3,3,2,3,3,1,3,3,2,3,3,3,3,3,2,3,1,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK97,3,3,3,3,2,3,3,1,2,2,3,4,3,3,3,3,4,3,1,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
PA118,3,3,3,3,1,2,3,4,1,1,1,4,3,3,3,3,4,4,2,2,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
PA25,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,4,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
PA51,3,3,3,3,1,2,3,1,3,1,1,3,3,3,3,3,2,2,2,3,1,3,4,3,3,3,3,3,0,0,0,1,0,0,0,0,0
PA58,3,3,3,3,4,3,3,3,3,1,1,3,3,3,3,3,1,4,1,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
SD22,3,3,3,3,3,3,3,5,1,2,3,4,4,3,4,3,3,4,2,2,4,3,2,3,2,3,3,3,0,0,0,1,0,0,0,0,0
SD7,3,3,3,3,1,3,3,4,1,1,1,3,3,3,3,3,2,5,3,3,4,2,4,3,4,3,2,2,0,0,0,1,0,0,0,0,0
SD8,3,3,3,3,1,4,4,1,1,1,1,4,4,3,3,4,5,5,4,3,1,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
SD9,3,3,3,3,3,5,3,1,1,4,1,2,2,3,4,3,2,2,2,2,1,2,3,3,4,3,2,2,0,0,0,1,0,0,0,0,0
TN17,3,3,3,3,3,2,3,1,1,2,2,2,3,3,3,3,1,3,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TN20,3,3,3,3,1,3,3,1,1,1,1,2,2,2,3,2,1,3,2,1,1,2,3,3,3,3,4,3,0,1,0,0,0,0,0,0,0
TN29,3,3,3,3,2,3,3,1,3,2,1,3,3,3,3,3,3,4,2,3,1,3,4,4,3,3,3,3,0,1,0,0,0,0,0,0,0
TX128,3,3,3,3,1,3,3,1,3,1,1,3,3,3,2,3,3,4,2,3,1.1,3,4,4,3,3,3,3,0,1,0,0,0,0,0,0,0
TX13,3,3,3,3,3,3,3,1,3,1,1,2,3,3,3,3,1,5,3,3,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX132,3,3,3,3,1,2,3,3,1,1,1,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,4,4,0,1,0,0,0,0,0,0,0
TX134,3,3,3,3,1,3,3,1,1,1,1,1,2,3,3,3,1,5,2,3,1,3,3,3,2,3,3,3,0,0,0,0,1,0,0,0,0
TX139,3,3,3,3,1,3,3,3,1,1,3,4,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX145,3,3,3,3,1,3,3,1,1,1,3,1,4,4,3,4,1,5,3,2,1,4,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0
TX152,3,3,3,3,1,3,3,1,1,1,2,1,3,3,3,3,1,4,2,1,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX158,3,3,3,3,2,4,4,2,1,2,2,2,3,3,3,3,1,4,2,2.7,1.9,4,4,4,4,2,4,4,0,0,0,0,1,0,0,0,0
TX161,3,3,3,3,2,3,3,3,1,1,2,3,3,4,3,3,2,3,1,2,1,4,4,3,3,3,2,3,0,1,0,0,0,0,0,0,0
TX170,3,3,3,3,2,3,3,1,3,1,1,2,3,3,3,3,2,3,2,1,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX182,3,3,3,3,3,3,2,4,1,2,1,3,2,3,3,3,3,4,3,3,2,2,4,4,3,3,2,3,0,1,0,0,0,0,0,0,0
TX188,3,3,3,3,3,2,3,1,1,2,2,1,2,2,2,2,1,4,4,2,1.6,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
TX200,3,3,3,3,3,3,3,1,2,1,3,2,3,3,3,3,1,4,2,2,1,2,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
TX201,3,3,3,3,3,3,3,1,2,1,1,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX226,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX23,3,3,3,4,2,3,3,2,3,2,3,3,4,3,3,4,3,3,2,1,1,5,1,2,1,4,4,3,0,0,0,0,1,0,0,0,0
TX24,3,3,3,3,1,3,2,2,1,1,2,2,2,2,3,2,2,4,3,1,1,2,2,3,3,4,2,2,0,1,0,0,0,0,0,0,0
TX247,3,3,3,3,2,2,3,2,4,1,4,2,3,3,3,2,1,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX268,3,3,3,3,1,3,3,1,2,1,1,1,4,3,3,3,1,4,2,1,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX28,3,3,3,3,1,3,3,3,4,1,1,2,3,3,3,4,4,3,1,2,1,3,3,3,3,3,3,2,0,1,0,0,0,0,0,0,0
TX280,3,3,3,3,1,5,3,1,3,1,3,3,3,4,3,3,3,4,2,2,1.7,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX286,3,3,3,3,1,2,3,4,1,1,4,2,2,3,4,3,1,5,3,3,1,3,4,4,4,2,4,4,1,0,0,0,0,0,0,0,0
TX287,3,3,3,3,1,2,3,1,1,1,1,2,3,3,4,3,1,4,3,2,1,3,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0
TX290,3,3,3,3,2,3,3,1,1,1,1,4,4,3,1,4,4,4,3,3,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX292,3,3,3,3,2,2,3,1,1,1,1,4,3,3,3,3,1,2,4,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX293,3,3,3,3,2,2,3,1,4,2,1,3,2,4,1,3,2,2,4,3,3,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
TX294,3,3,3,3,1,3,3,1,2,1,1,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX295,3,3,3,3,2,4,4,1,2,1,1,5,3,4,3,4,5,5,4,4,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX296,3,3,3,3,3,3,3,1,1,1,2,4,3,4,3,4,4,5,3,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX298,3,3,3,3,1,3,3,1,1,1,1,3,3,3,3,3,3,3,1,2,1,4,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
TX49,3,3,3,3,2,3,3,1,3,1,1,2,3,3,3,3,1,5,3,3,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX63,3,3,3,3,1,3,3,2,3,1,1,1,3,3,3,4,2,3,3,3,1.1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX64,3,3,3,3,2,3,3,1,2,1,1,2,3,3,3,3,1,4,3,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX7,3,3,3,3,1,3,3,1,1,1,1,5,5,3,3,4,4,3,1,1,1,3,3,3,3,3,4,2,0,1,0,0,0,0,0,0,0
TX70,3,3,3,3,1,4,4,1,1,1,1,4,4,3,3,4,4,3,2,2,1,3,3,3,3,3,2,4,0,1,0,0,0,0,0,0,0
TX74,3,3,3,3,1,2,2,1,1,1,1,2,2,2,3,3,2,3,1,1,1,3,2,3,3,2.4,2,3,0,1,0,0,0,0,0,0,0
TX80,3,3,3,3,4,3,3,1,1,3,1,3,3,3,3,3,2,2,2,2,1.9,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX82,3,3,3,3,4,3,3,3,1,3,3,3,3,3,3,3,2,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX84,3,3,3,3,1,3,3,3,3,1,1,2,3,3,3,3,1,4,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
TX88,3,3,3,3,1,3,3,2,2,1,1,3,3,3,3,4,3,3,3,2,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX95,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,4,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
UT17,3,3,3,3,2,4,3,3,3,3,3,4,3,2,4,3,3,2,3,1,1,3,2,3,3,2.9,3.3,3,0,0,0,1,0,0,0,0,0
VA10,3,3,3,3,2,2,2,3,3,2,1,4,4,3,3,3,4,3,2,2,1,2,4,3,2,2,3,3,0,1,0,0,0,0,0,0,0
